Order Date,Order Priority,Ship Type,City,State,Country,Region,Segment,Super Category,Category,Price,Operational/ Production Cost,Selling Price,Discount,Shipping Cost,Sales (shipping price included),Profit,Quantity
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Baby Care , Baby Bedding ,70.49019608,36.11764706,39.11764706,31.37254902,0,39.11764706,3,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Kitchen & Dining , Coffee Mugs ,66.07843137,41.01960784,44.01960784,22.05882353,-1,43.01960784,3,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Clothing , Men's Clothing ,323.3333333,,245,78.33333333,2,247,2,1
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Jewellery , Necklaces & Chains ,91.96078431,54.52941176,68.52941176,23.43137255,0,68.52941176,14,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,78.23529412,39.82352941,53.82352941,24.41176471,-1,52.82352941,14,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,64.60784314,17.19607843,35.19607843,29.41176471,1,36.19607843,18,1
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Computers , Network Components ,498.9215686,281.0196078,294.0196078,204.9019608,0,294.0196078,13,1
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Home Decor & Festive Needs , Table Decor & Handicrafts ,176.2745098,114.5490196,117.5490196,58.7254902,2,119.5490196,3,1
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,177.9803922,195.9803922,165.1960784,-1,194.9803922,18,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,180.9803922,195.9803922,165.1960784,-1,194.9803922,15,1
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Mobiles & Accessories , Tablet Accessories ,264.7058824,133.0588235,147.0588235,117.6470588,-1,146.0588235,14,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,181.9803922,195.9803922,165.1960784,-1,194.9803922,14,1
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Furniture,Chairs,1930.2736,1098.8876,1930.2736,0,504.8602,2435.1338,831.386,1
11-05-2016,High,Next Day,Yichun,Heilongjiang,China,North Asia,Retail,Office Supplies,Envelopes,2573.5813,2281.5447,2566.5713,7.01,318.3241,2877.8854,285.0266,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Office Supplies,Envelopes,289.05735,459.9261,285.55235,3.505,42.761,324.80835,-174.37375,1
11-05-2016,Low,Standard Delivery,Mumbai,Maharashtra,India,Central Asia,Retail,Office Supplies,Storage,2451.0465,4582.437,2447.5415,3.505,431.7459,2875.7824,-2134.8955,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Beauty and Personal Care , Combos and Kits ,1259.705882,766.6078431,769.6078431,490.0980392,2,771.6078431,3,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Beauty and Personal Care , Combos and Kits ,117.254902,63.33333333,68.33333333,48.92156863,-1,67.33333333,5,1
12-05-2016,Low,Standard Delivery,Jaipur,Rajasthan,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,1,295.0196078,1,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,214.5098039,180.9803922,195.9803922,18.52941176,1,196.9803922,15,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,42.84313725,6.549019608,22.54901961,20.29411765,-1,21.54901961,16,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,144.1176471,81.07843137,96.07843137,48.03921569,2,98.07843137,15,1
12-05-2016,Low,Standard Delivery,Jaipur,Rajasthan,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,132.1568627,69.23529412,83.23529412,48.92156863,-1,82.23529412,14,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Toys & School Supplies , School Supplies ,440.9803922,290.0196078,294.0196078,146.9607843,0,294.0196078,4,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,178.9803922,195.9803922,165.1960784,1,196.9803922,17,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,242.5490196,128.6470588,142.6470588,99.90196078,2,144.6470588,14,1
12-05-2016,Low,Standard Delivery,Jaipur,Rajasthan,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,430.7843137,268.8235294,283.8235294,146.9607843,1,284.8235294,15,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Retail,Home Improvement , Tools ,1844.117647,957.5882353,970.5882353,873.5294118,0,970.5882353,13,1
12-05-2016,Low,Standard Delivery,Jaipur,Rajasthan,India,Central Asia,Corporate,Office Supplies,Binders,778.811,517.0576,778.811,0,67.6465,846.4575,261.7534,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Whole Sale,Furniture,Bookcases,1235.863,681.5122,1235.863,0,96.4576,1332.3206,554.3508,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Whole Sale,Furniture,Chairs,13148.7972,6974.6696,13141.7872,7.01,1197.2379,14332.0151,6167.1176,1
12-05-2016,Low,Standard Delivery,Pune,Maharashtra,India,Central Asia,Whole Sale,Office Supplies,Supplies,697.495,611.5524,690.485,7.01,77.0399,760.5149,78.9326,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Home Furnishing , Bed Linen ,348.2352941,231.7254902,248.7254902,99.50980392,-1,247.7254902,17,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Home Furnishing , Kitchen & Dining Linen ,146.9607843,85.03921569,98.03921569,48.92156863,0,98.03921569,13,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,2,296.0196078,3,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,67.45098039,32,45,22.45098039,-1,44,13,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Computers , Network Components ,354.7058824,230.0980392,245.0980392,109.6078431,-1,244.0980392,15,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,181.9803922,195.9803922,165.1960784,1,196.9803922,14,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Furniture,Bookcases,8715.7433,5083.0912,8708.7333,7.01,1461.1644,10162.8877,3625.6421,1
02-06-2016,Low,Standard Delivery,Bhilai,Chhattisgarh,India,Central Asia,Retail,Furniture,Bookcases,19256.3298,17138.3284,19249.3198,7.01,956.5846,20198.8944,2110.9914,1
03-06-2016,Extreme,Same Day,Tianjin,Tianjin,China,North Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,0,294.0196078,2,1
03-06-2016,Extreme,Same Day,Tianjin,Tianjin,China,North Asia,Retail,Jewellery , Necklaces & Chains ,88.23529412,29.11764706,44.11764706,44.11764706,-1,43.11764706,15,1
03-06-2016,Extreme,Same Day,Tianjin,Tianjin,China,North Asia,Retail,Mobiles & Accessories , Tablet Accessories ,352.9411765,221.2941176,235.2941176,117.6470588,0,235.2941176,14,1
03-06-2016,Extreme,Same Day,Tianjin,Tianjin,China,North Asia,Retail,Office Supplies,Paper,242.8264,229.1569,242.8264,0,61.1272,303.9536,13.6695,1
04-06-2016,Moderate,Named Day,Jaipur,Rajasthan,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,0,294.0196078,3,1
04-06-2016,Moderate,Named Day,Jaipur,Rajasthan,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,92.25490196,48.62745098,63.62745098,28.62745098,0,63.62745098,15,1
04-06-2016,Moderate,Named Day,Jaipur,Rajasthan,India,Central Asia,Retail,Health & Personal Care Appliances , Personal Care Appliances ,1253.921569,609.9607843,626.9607843,626.9607843,0,626.9607843,17,1
04-06-2016,Moderate,Named Day,Jaipur,Rajasthan,India,Central Asia,Retail,Office Supplies,Art,1671.184,1300.0045,1664.174,7.01,123.376,1780.54,364.1695,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Retail,Home Furnishing , Bed Linen ,440.9803922,276.0196078,294.0196078,146.9607843,0,294.0196078,18,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Retail,Beauty and Personal Care , Combos and Kits ,107.6470588,53.7254902,58.7254902,48.92156863,2,60.7254902,5,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Kitchen & Dining , Containers & Bottles ,53.7254902,24.31372549,29.31372549,24.41176471,1,30.31372549,5,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Retail,Sports & Fitness , Fitness Accessories ,143.1372549,84.23529412,88.23529412,54.90196078,2,90.23529412,4,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,2,296.0196078,3,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Retail,Jewellery , Necklaces & Chains ,130.3921569,68.2745098,86.2745098,44.11764706,-1,85.2745098,18,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,146.8627451,83.94117647,97.94117647,48.92156863,2,99.94117647,14,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,88.1372549,35.01960784,49.01960784,39.11764706,1,50.01960784,14,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Retail,Computers , Network Components ,510.2941176,325.1372549,343.1372549,167.1568627,0,343.1372549,18,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,179.9803922,195.9803922,165.1960784,-1,194.9803922,16,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,430.7843137,265.8235294,283.8235294,146.9607843,-1,282.8235294,18,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,181.9803922,195.9803922,165.1960784,1,196.9803922,14,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Office Supplies,Binders,597.3922,336.0594,597.3922,0,81.6665,679.0587,261.3328,1
06-06-2016,High,Next Day,Agra,Uttar Pradesh,India,Central Asia,Retail,Furniture,Chairs,2837.8583,1529.5119,2830.8483,7.01,553.1591,3376.9974,1301.3364,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Whole Sale,Office Supplies,Fasteners,131.788,94.1443,124.778,7.01,17.3848,135.1528,30.6337,1
06-06-2016,High,Next Day,Lanzhou,Gansu,China,North Asia,Whole Sale,Furniture,Tables,4677.81506,4010.8416,4675.71206,2.103,729.1101,5402.71916,664.87046,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Home Furnishing , Kitchen & Dining Linen ,146.9607843,80.03921569,98.03921569,48.92156863,2,100.0392157,18,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,-1,293.0196078,2,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,2,296.0196078,3,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Jewellery , Necklaces & Chains ,97.45098039,55.52941176,68.52941176,28.92156863,0,68.52941176,13,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Jewellery , Necklaces & Chains ,74.31372549,24.11764706,39.11764706,35.19607843,-1,38.11764706,15,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Jewellery , Necklaces & Chains ,97.84313725,44.7254902,58.7254902,39.11764706,-1,57.7254902,14,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Mobiles & Accessories , Tablet Accessories ,313.5294118,181.9803922,195.9803922,117.5490196,-1,194.9803922,14,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,178.9803922,195.9803922,165.1960784,0,195.9803922,17,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Retail,Mobiles & Accessories , Tablet Accessories ,430.7843137,268.8235294,283.8235294,146.9607843,1,284.8235294,15,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Whole Sale,Office Supplies,Binders,294.6303,283.2741,294.6303,0,40.2374,334.8677,11.3562,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Whole Sale,Office Supplies,Storage,9799.5594,8339.2362,9799.5594,0,1160.155,10959.7144,1460.3232,1
09-06-2016,Low,Standard Delivery,Singapore,Singapore,Singapore,Southeast Asia,Whole Sale,Office Supplies,Storage,494.0648,386.8819,494.0648,0,49.1401,543.2049,107.1829,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Baby Care , Diapering & Potty Training ,60.78431373,30.31372549,34.31372549,26.47058824,0,34.31372549,4,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Clothing , Men's Clothing ,323.3333333,,245,78.33333333,2,247,3,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Clothing , Men's Clothing ,323.3333333,,245,78.33333333,0,245,3,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Jewellery , Necklaces & Chains ,97.84313725,40.7254902,58.7254902,39.11764706,2,60.7254902,18,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Jewellery , Necklaces & Chains ,117.4509804,60.33333333,78.33333333,39.11764706,-1,77.33333333,18,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,178.9803922,195.9803922,165.1960784,0,195.9803922,17,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Office Supplies,Labels,402.0235,361.3655,402.0235,0,26.638,428.6615,40.658,1
10-06-2016,Low,Standard Delivery,Kathmandu,Central,Nepal,Central Asia,Retail,Office Supplies,Supplies,563.0432,383.7274,556.0332,7.01,18.3662,567.3894,172.3058,1
12-06-2016,Low,Standard Delivery,Gaya,Bihar,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,1,295.0196078,2,1
12-06-2016,Low,Standard Delivery,Gaya,Bihar,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,110.6862745,45.23529412,63.23529412,47.45098039,2,65.23529412,18,1
12-06-2016,Low,Standard Delivery,Gaya,Bihar,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,179.9803922,195.9803922,165.1960784,-1,194.9803922,16,1
12-06-2016,Low,Standard Delivery,Gaya,Bihar,India,Central Asia,Retail,Furniture,Bookcases,2572.1092,2123.3991,2572.1092,0,449.6915,3021.8007,448.7101,1
01-07-2016,Low,Standard Delivery,Ajmer,Rajasthan,India,Central Asia,Retail,Home Decor & Festive Needs , Decorative Lighting & Lamps ,1019.411765,780.2156863,784.2156863,235.1960784,-1,783.2156863,4,1
01-07-2016,Low,Standard Delivery,Ajmer,Rajasthan,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,127.3529412,82.03921569,98.03921569,29.31372549,0,98.03921569,16,1
01-07-2016,Low,Standard Delivery,Ajmer,Rajasthan,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,450.3921569,267.8235294,283.8235294,166.5686275,1,284.8235294,16,1
01-07-2016,Low,Standard Delivery,Ajmer,Rajasthan,India,Central Asia,Retail,Furniture,Tables,9893.1429,9886.1329,9886.1329,7.01,677.166,10556.2889,0,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Home Furnishing , Kitchen & Dining Linen ,259.7058824,160.4705882,176.4705882,83.23529412,0,176.4705882,16,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,97.84313725,43.7254902,58.7254902,39.11764706,1,59.7254902,15,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Computers , Network Components ,504.8039216,325.1372549,343.1372549,161.6666667,-1,342.1372549,18,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Home Decor & Festive Needs , Table Decor & Handicrafts ,190.9803922,124.3529412,127.3529412,63.62745098,-1,126.3529412,3,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,430.7843137,265.8235294,283.8235294,146.9607843,2,285.8235294,18,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Footwear , Women's Footwear ,196.5686275,128.8431373,132.8431373,63.7254902,1,133.8431373,4,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Technology,Copiers,9074.0244,8450.9756,9067.0144,7.01,485.7229,9545.7273,616.0388,1
02-07-2016,Low,Standard Delivery,Amritsar,Punjab,India,Central Asia,Retail,Office Supplies,Fasteners,531.0075,477.0305,523.9975,7.01,25.4463,542.4338,46.967,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Home Furnishing , Bed Linen ,440.9803922,280.0196078,294.0196078,146.9607843,-1,293.0196078,14,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Kitchen & Dining , Containers & Bottles ,43.92156863,21.41176471,24.41176471,19.50980392,-1,23.41176471,3,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Baby Care , Infant Wear ,142.9411765,66.47058824,71.47058824,71.47058824,2,73.47058824,5,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,2,296.0196078,3,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,-1,293.0196078,1,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,0,294.0196078,2,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Clothing , Men's Clothing ,391.9607843,,294.0196078,97.94117647,0,294.0196078,1,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,65.19607843,17.31372549,34.31372549,30.88235294,-1,33.31372549,17,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,91.96078431,54.52941176,68.52941176,23.43137255,-1,67.52941176,14,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,75.88235294,31.92156863,48.92156863,26.96078431,-1,47.92156863,17,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,102.745098,65.33333333,78.33333333,24.41176471,-1,77.33333333,13,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,97.84313725,34.92156863,48.92156863,48.92156863,-1,47.92156863,14,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,112.745098,59.54901961,72.54901961,40.19607843,2,74.54901961,13,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,137.1568627,82.94117647,97.94117647,39.21568627,0,97.94117647,15,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Computers , Network Components ,283.2352941,179.9803922,195.9803922,87.25490196,0,195.9803922,16,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Toys & School Supplies , School Supplies ,137.0588235,84.1372549,88.1372549,48.92156863,-1,87.1372549,4,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,382.3529412,230.0980392,245.0980392,137.254902,0,245.0980392,15,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,178.9803922,195.9803922,165.1960784,2,197.9803922,17,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,372.3529412,228,245,127.3529412,0,245,17,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,180.9803922,195.9803922,165.1960784,0,195.9803922,15,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,450.3921569,269.8235294,283.8235294,166.5686275,2,285.8235294,14,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,362.745098,202.6862745,215.6862745,147.0588235,1,216.6862745,13,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,450.3921569,265.8235294,283.8235294,166.5686275,2,285.8235294,18,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Retail,Clothing , Women's Clothing ,166.5686275,,117.6470588,48.92156863,1,118.6470588,2,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Technology,Accessories,552.6684,467.3567,545.6584,7.01,38.2045,576.8529,78.3017,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Corporate,Technology,Copiers,4232.3576,2922.6092,4225.3476,7.01,262.5245,4480.8621,1302.7384,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Corporate,Technology,Copiers,7990.699,7679.7354,7990.699,0,239.6018,8230.3008,310.9636,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Corporate,Technology,Copiers,1365.4078,695.8126,1358.3978,7.01,87.5549,1438.9427,662.5852,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Corporate,Technology,Phones,4517.5244,3750.9108,4517.5244,0,16.2632,4533.7876,766.6136,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Office Supplies,Storage,881.0168,847.9296,881.0168,0,131.0169,1012.0337,33.0872,1
04-07-2016,Low,Standard Delivery,Bhavnagar,Gujarat,India,Central Asia,Retail,Office Supplies,Storage,266.0996,223.7592,259.0896,7.01,24.6752,276.7548,35.3304,1
04-07-2016,Low,Standard Delivery,Delhi,Delhi,India,Central Asia,Corporate,Office Supplies,Supplies,1881.484,1642.5832,1874.474,7.01,142.0226,2009.4866,231.8908,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Health & Personal Care Appliances , Health Care ,205.6862745,110.3529412,127.3529412,78.33333333,0,127.3529412,17,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,61.76470588,13.8627451,31.8627451,29.90196078,0,31.8627451,18,1
06-07-2016,High,Next Day,Suzhou,Anhui,China,North Asia,Retail,Jewellery , Necklaces & Chains ,153.5294118,92.88235294,105.8823529,47.64705882,-1,104.8823529,13,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Jewellery , Necklaces & Chains ,122.1568627,84.94117647,97.94117647,24.21568627,1,98.94117647,13,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,181.9803922,195.9803922,165.1960784,2,197.9803922,14,1
06-07-2016,High,Next Day,Suzhou,Anhui,China,North Asia,Retail,Mobiles & Accessories , Tablet Accessories ,361.1764706,178.9803922,195.9803922,165.1960784,-1,194.9803922,17,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Mobiles & Accessories , Tablet Accessories ,259.6078431,141.7647059,156.7647059,102.8431373,0,156.7647059,15,1
06-07-2016,High,Next Day,Suzhou,Anhui,China,North Asia,Retail,Footwear , Women's Footwear ,141.5686275,92.94117647,97.94117647,43.62745098,0,97.94117647,5,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Footwear , Women's Footwear ,97.84313725,43.92156863,48.92156863,48.92156863,0,48.92156863,5,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Furniture,Bookcases,3090.2884,2629.1005,3090.2884,0,360.6645,3450.9529,461.1879,1
06-07-2016,High,Next Day,Suzhou,Anhui,China,North Asia,Retail,Furniture,Furnishings,386.6716,260.2112,379.6616,7.01,58.0428,430.6944,119.4504,1
06-07-2016,Low,Standard Delivery,Nellore,Andhra Pradesh,India,Central Asia,Retail,Technology,Machines,642.116,485.9332,635.106,7.01,26.3576,654.4536,149.1728,1
07-07-2016,Moderate,Named Day,Chittagong,Chittagong,Bangladesh,Central Asia,Retail,Beauty and Personal Care , Combos and Kits ,60.09803922,27.78431373,30.78431373,29.31372549,1,31.78431373,3,1
07-07-2016,Moderate,Named Day,Chittagong,Chittagong,Bangladesh,Central Asia,Retail,Kitchen & Dining , Containers & Bottles ,43.92156863,20.41176471,24.41176471,19.50980392,0,24.41176471,4,1
07-07-2016,Moderate,Named Day,Chittagong,Chittagong,Bangladesh,Central Asia,Retail,Kitchen & Dining , Containers & Bottles ,107.254902,63.1372549,68.1372549,39.11764706,0,68.1372549,5,1
07-07-2016,Moderate,Named Day,Chittagong,Chittagong,Bangladesh,Central Asia,Retail,Home Improvement , Electricals ,38.62745098,7.921568627,23.92156863,14.70588235,2,25.92156863,16,1
